symbol,revenuePerShare,trailingPE,earningsQuarterlyGrowth,previousClose,open,dayLow,dayHigh,volume,trailingEps,pegRatio,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare.1,earningsGrowth,revenueGrowth
TITANSEC.BO,368.6800454,9.36721,1.272780739,28.62,28.7,28.63,29.49,2418,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
NTCIND.BO,368.6800454,19.065878,1.272780739,109.55,110,100.3,112,2775,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SALONACOT.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
BVCL.BO,102.002,12.806378,0.586,53.55,55.9,54.3,56,347,4.39,7.752124646,279442496,582099008,2261062912,48.873,102.002,0.588,0.308
ZBINTXPP.BO,368.6800454,28.254778,1.272780739,796.7,796.7,796.7,796.7,5,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
PEARLPOLY.BO,9.518,inf,1.272780739,35.61,34.39,33.3,36.21,64209,-1.14,7.752124646,-70106752,1629000,160872992,0.422,9.518,1.072591783,-0.124
TGBHOTELS.NS,12.557,27.692308,0.216,13.75,14.2,13.8,14.4,41784,0.52,7.752124646,58109248,148276000,368750016,19.026,12.557,0.158,0.18
BLBLIMITED.BO,35.301,27.357664,1.508,38.24,37.48,37.48,37.48,230,1.37,7.752124646,12331239082,15000000,1856478976,1.543,35.301,1.545,-0.455
DANLAW.BO,368.6800454,inf,1.272780739,1721.85,1748.9,1650,1748.9,2101,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
STANROS.BO,368.6800454,inf,1.272780739,78.48,79.24,79.24,81.3,240,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
INDOKEM.BO,368.6800454,167.73163,1.272780739,106.15,109.8,100.85,109.8,11722,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
RSDFIN.BO,368.6800454,7.034922,1.272780739,92.03,92.05,85.11,92.05,619,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
MEDICAPQ.BO,368.6800454,inf,1.272780739,46.21,46.96,45,46.96,5507,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
RMCL.BO,0.072,inf,1.272780739,1.95,2.03,1.92,192,59077,-1878.92,7.752124646,-7557000,72614166656,380000,118.1582281,0.072,1.072591783,-0.77
SHANGAR.BO,368.6800454,6.4228935,1.272780739,3.86,3.99,3.85,4.04,19889,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SHASHIJIT.BO,368.6800454,inf,1.272780739,6.37,6.37,6.03,6.42,140599,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
ARSSINFRA.BO,170.586,inf,1.272780739,19.5,20.25,19,20.25,7617,-14.55,7.752124646,-321033248,16257032192,3878468096,118.1582281,170.586,1.072591783,-0.248
GKB.BO,368.6800454,inf,1.272780739,83.23,83.02,81.25,86.81,5526,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
GARNET.BO,368.6800454,1.0873598,1.272780739,22.46,22.46,22,23.39,5403,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
DLTNCBL.BO,368.6800454,54.617218,1.272780739,360.05,360.05,342.05,378.05,784,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
TEJNAKSH.BO,368.6800454,17.519657,1.272780739,24.62,24.6,24.25,25.4,5987,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
LAMBODHARA.BO,190.654,42.038124,-0.843,143.05,143.45,142.05,146.85,1345,3.41,7.752124646,164531248,582270016,1977249024,53.582,190.654,-0.844,-0.046
VISTAPH.BO,368.6800454,inf,1.272780739,12.21,12.49,11.61,12.49,21700,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
BANG.BO,95.827,inf,1.272780739,43.52,44.99,44.8,45.69,2103,-5.89,7.752124646,-66164752,301200000,1296914048,32.416,95.827,1.072591783,0.22
ANJANIFOODS.BO,368.6800454,19.668476,1.272780739,31.34,32.89,30.5,32.9,13166,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
WSI.NS,73.995,25.36522,1.348,146,147,144.1,155,241669,5.75,7.752124646,312779488,612025984,2879600896,63.222,73.995,0.622,3.425
JASCH.BO,368.6800454,inf,1.272780739,209,219.2,219.2,219.45,5226,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
NKIND.NS,30.57,inf,1.272780739,54.55,51.85,51.85,54.55,552,-2.99,7.752124646,7705000,72614166656,183596992,118.1582281,30.57,1.072591783,-0.059
SAHARAHOUS.BO,368.6800454,14.450987,1.272780739,43.57,45.74,41.48,45.74,6765,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
FERVENTSYN.BO,368.6800454,435.41666,1.272780739,20.84,20,19.8,20.9,974,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
GODAVARI.BO,368.6800454,28.839588,1.272780739,92.95,94.75,91.2,94.75,10298,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
BCP.BO,368.6800454,22.057417,1.272780739,4.65,4.67,4.56,4.8,260804,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
AVL.BO,368.6800454,350.31198,1.272780739,3444.6,3515.1,3402.45,3543.25,3898,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
ORTINLAB.NS,4.102,inf,1.272780739,18,18.45,17.45,18.45,24083,-5.05,7.752124646,-33750752,60103000,34232000,61.578,4.102,1.072591783,-0.882
REXNORD.BO,368.6800454,68.2353,1.272780739,99.2,100.25,100,105,19813,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
KRIINFRA.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
ECOPLAST.BO,368.6800454,55.371822,1.272780739,288.65,299.95,290.6,303.05,2251,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
LADDERUP.BO,368.6800454,inf,1.272780739,30.06,30.1,30.1,30.58,11339,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
ISLCONSUL.BO,368.6800454,8.014037,1.272780739,30.5,34,29.9,34,14496,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
RJKMRFR.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SIMBHALS.BO,291.625,inf,0.263,26.13,26.82,26.15,26.9,2561,-6,7.752124646,69203248,10281965568,12036033536,118.1582281,291.625,0.255,-0.052
ABHICAP.BO,368.6800454,127.65503,1.272780739,175,171.5,167.5,182.9,495,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
BOMBCYC.BO,368.6800454,21.44911,1.272780739,1334.7,1379.95,1379.95,1379.95,9,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
CYBERMEDIA.NS,63.245,17.9927,-0.681,25.15,24.65,24.65,24.65,2924,1.37,7.752124646,55918248,106976000,991262016,510.26,63.245,1.072591783,0.274
MANUGRAPH.BO,28.305,inf,1.272780739,21.58,20.63,21,21.85,1399,-5.6,7.752124646,-147597744,72614166656,862537984,118.1582281,28.305,1.072591783,0.779
TREEHOUSE.BO,2.709,inf,1.272780739,23.15,23.15,22.35,23.98,5655,-0.42,7.752124646,570322304,400000,114333920,0.019,2.709,1.072591783,0.553
ABCINDQ.BO,368.6800454,22.326733,1.272780739,111.7,111.65,111.5,113.9,3677,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
ORIENTALTL.BO,0.261,inf,1.272780739,8.75,8.5,8.5,9.05,40227,-0.44,7.752124646,-23035000,58291000,7674000,8.506,0.261,1.072591783,-0.935
VEGETABLE.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
AARVEEDEN.BO,56.595,inf,1.272780739,24.48,24.48,24.4,25.45,15016,-23.31,7.752124646,-310441984,3270267904,1327895040,1095.92,56.595,1.072591783,-0.549
SOMICONV.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
MNKCMILTD.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
RDBRIL.BO,368.6800454,36.54867,1.272780739,126.4,123.9,123.9,123.9,1879,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
ELAND.BO,368.6800454,inf,1.272780739,7.49,7.86,7.24,7.86,15194,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
AREXMIS.BO,368.6800454,inf,1.272780739,148.8,152.9,152.8,152.9,112,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
INDOWIND.BO,3.86,inf,-0.459,21.19,21.58,20.17,21.58,415917,-2.15,7.752124646,174059008,313224000,397825984,13.323,3.86,-0.277,0.371
TFL.NS,1.943,inf,1.272780739,11,11.45,11.05,12.2,418377,-2.7,7.752124646,12331239082,444351008,84624000,137.695,1.943,1.072591783,0.343
AKASHDEEP.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
HINDALUMI.BO,368.6800454,inf,1.272780739,51.97,53,51.5,53,4091,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
NITINCAST.BO,368.6800454,632.0321,1.272780739,587.05,580,580,619,254,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SILLYMONKS.NS,19.624,inf,1.272780739,15.4,15.4,14.8,16,21303,-3.94,7.752124646,-43650752,7394000,200387008,10.365,19.624,1.072591783,0.077
SUCHITRA.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
ARCHITORG.BO,368.6800454,inf,1.272780739,39.11,38.5,37.58,39.99,63426,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
FACORALL.BO,368.6800454,14.114391,1.272780739,7.55,7.59,7.3,7.75,155665,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
MANGIND.BO,368.6800454,inf,1.272780739,4.08,4.14,4,4.25,1355638,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SHISHIND.BO,368.6800454,39.795265,1.272780739,127.7,128.5,121,129.4,28211,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
VICEROY.NS,24.653,inf,1.272780739,3.6,3.6,3.6,3.6,17079,-22,7.752124646,-48039288,5349320192,1165768704,118.1582281,24.653,1.072591783,0.397
GOGIACAP.BO,368.6800454,19.85373,1.272780739,115.71,112,109.93,115.45,733,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
ALPINEHOU.BO,368.6800454,97.816986,1.272780739,150.3,153,153,164,7765,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
XPROINDIA.BO,239.211,60.984684,0.649,1113.5,1113.05,1104.95,1126.4,1558,18.28,7.752124646,679542976,313075008,4612753920,9.101,239.211,0.483,0.033
ZENITHHE.BO,368.6800454,25.953756,1.272780739,4.4,4.35,4.23,4.53,27840,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
AVONMORE.BO,42.231,18.876518,0.361,91.3,93.65,92.8,96.45,7687,4.94,7.752124646,12331239082,234600000,998598016,6.231,42.231,0.358,0.64
NATFIT.BO,368.6800454,370,1.272780739,112.35,116.9,112.1,116.9,6891,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SANCTRN.BO,368.6800454,311.64697,1.272780739,685,670,670,698.45,62,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SPYL.NS,2.529,11.470589,1.272780739,1.9,1.95,1.95,1.95,25549,0.17,7.752124646,116647504,2015042944,863515008,118.1582281,2.529,1.072591783,-0.487
RADHEDE.BO,368.6800454,inf,1.272780739,3.22,3.23,3.13,3.38,1571522,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
ANSALHSG.BO,368.6800454,inf,1.272780739,12.68,13.31,12.95,13.31,186080,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SCAPDVR.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
BEARDSELL.BO,61.259,14.120879,-0.342,39.11,39.24,38.25,39.25,7040,2.73,7.752124646,201650496,364867008,2370422016,53.181,61.259,-0.378,0.048
GVFILM.BO,368.6800454,809.99994,1.272780739,0.81,0.85,0.77,0.85,1946642,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
PRERINFRA.BO,368.6800454,inf,1.272780739,29.66,29.66,29.66,30.8,29937,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
ACME.BO,368.6800454,inf,1.272780739,41.8,43.89,43.89,43.89,1048,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SUMEETINDS.BO,90.405,inf,1.272780739,2.78,2.8,2.68,2.91,163383,-4.33,7.752124646,-326775264,4825482240,9510007808,118.1582281,90.405,1.072591783,-0.143
ENERGYDEV.BO,6.893,inf,0.027,20,20.95,19.95,20.95,21686,-0.72,7.752124646,165271008,1565272064,296176000,159.528,6.893,0.346,-0.047
PBMPOLY.BO,368.6800454,inf,1.272780739,80.95,79.34,78,82.5,8751,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
MOHITIND.NS,105.82,inf,1.272780739,19.6,19.6,19.5,20.4,18654,-1.93,7.752124646,3154750,512764000,1504807936,23.231,105.82,1.072591783,-0.295
MARIS.BO,368.6800454,inf,1.272780739,36.66,35.96,35.96,39.93,2591,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
PRECISIO.BO,368.6800454,3468.4211,1.272780739,134.45,131.8,131.8,131.8,10949,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
JOINDRE.BO,368.6800454,39.71586,1.272780739,43.81,41.71,41.71,44.8,5136,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
BTTL.BO,368.6800454,inf,1.272780739,37.51,37.51,37,39,11806,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
ASHIKACR.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
NOUVEAU.BO,368.6800454,inf,1.272780739,0.49,0.49,0.49,0.49,10823,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
PCCOSMA.BO,368.6800454,41.067513,1.272780739,394.55,396,386,400,1405,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SSLEL.BO,368.6800454,56.30283,1.272780739,300.4,294.4,294.4,306.4,32185,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
BATLIBOI.BO,368.6800454,inf,1.272780739,136,132.3,132.25,142.8,35525,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
ELEMARB.BO,368.6800454,82.92415,1.272780739,234.35,236,225,238.5,2299,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
ONELIFECAP.NS,5.033,inf,1.272780739,17.4,20.75,20,20.85,1181317,-1.78,7.752124646,-7346500,202508000,67124000,24.887,5.033,1.072591783,-0.016
KHANDSE.NS,3.773,inf,-0.864,30.2,31.4,30.6,31.6,66811,-0.79,7.752124646,12331239082,21052000,57469552,7.078,3.773,-0.86,-0.368
DEVHARI.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
ZWELCAST.BO,368.6800454,inf,1.272780739,1553.95,1570,1527,1570,41,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SHANTI.NS,13.041,inf,1.272780739,15.7,15.8,15.1,16.4,15511,-11.65,7.752124646,5070250,7323000,144500992,5.055,13.041,1.072591783,-0.744
ADORMUL.BO,368.6800454,inf,1.272780739,32.89,33,31.25,33,8696,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
VBCFERROQ.BO,368.6800454,inf,1.272780739,41.91,42.82,40.4,42.82,762,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
JIYAECO.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
INANI.BO,368.6800454,2282.2224,1.272780739,20.8,20.8,19.61,21,106011,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
KAVVERITEL.NS,0.6,0.7591786,1.272780739,11.65,12.2,11.8,12.2,13320,16.07,7.752124646,-1365587456,36793000,12023000,6.442,0.6,1.072591783,-0.256
LEHAR.BO,368.6800454,inf,1.272780739,125.85,127,123.6,128.8,56155,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
MADHAV.BO,44.572,inf,1.272780739,39.39,39.25,39.25,40.17,1497,-1.31,7.752124646,4414690,120439000,399197856,9.999,44.572,1.072591783,-0.293
ASHOKALC.BO,368.6800454,inf,1.272780739,115.4,121,116,121.15,6542,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
COX&KINGS.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
TIMESGTY.BO,3.518,49.974487,0.04,96.05,95,94.15,97.95,1552,1.96,7.752124646,12331239082,72614166656,31855000,118.1582281,3.518,0.058,0.121
CALCOM.BO,368.6800454,inf,1.272780739,147,150.95,143.25,150.95,6910,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
TERAI.BO,368.6800454,12.79922,1.272780739,83.45,85,85,89,1658,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
DIAPOWER.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
BKMINDST.NS,0.099,inf,1.272780739,1.75,1.7,1.7,1.7,10250,-3.89,7.752124646,-158724992,72614166656,6500000,118.1582281,0.099,1.072591783,0.490908862
RPIL.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
